,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1863,-2,93100,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,-86.0
1864,-2,93200,AMETHYSTS,9995,21,,,,,9998,1,10005.0,21.0,,,9996.5,-86.0
1865,-2,93200,STARFRUIT,4985,21,,,,,4990,2,4992.0,21.0,,,4987.5,-268.5546875
1866,-2,93300,STARFRUIT,4990,1,4985.0,29.0,,,4992,29,,,,,4991.0,-269.203125
1867,-2,93300,AMETHYSTS,9995,29,,,,,10002,9,10005.0,29.0,,,9998.5,-86.0
1868,-2,93400,STARFRUIT,4985,29,,,,,4992,29,,,,,4988.5,-266.046875
1869,-2,93400,AMETHYSTS,9996,2,9995.0,27.0,,,9998,3,10004.0,2.0,10005.0,27.0,9997.0,-86.0
1870,-2,93500,STARFRUIT,4989,2,4986.0,26.0,,,4991,6,4993.0,26.0,,,4990.0,-249.328125
1871,-2,93500,AMETHYSTS,10000,2,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10002.0,-86.0
1872,-2,93600,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-86.0
1873,-2,93600,STARFRUIT,4987,6,4986.0,27.0,,,4993,29,,,,,4990.0,-243.2265625
1874,-2,93700,STARFRUIT,4985,25,,,,,4992,25,,,,,4988.5,-264.59375
1875,-2,93700,AMETHYSTS,10002,1,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10003.0,-86.0
1876,-2,93800,STARFRUIT,4986,5,4985.0,30.0,,,4992,30,,,,,4989.0,-268.2578125
1877,-2,93800,AMETHYSTS,9995,30,,,,,9998,1,10002.0,5.0,10005.0,30.0,9996.5,-86.0
1878,-2,93900,STARFRUIT,4986,3,4985.0,28.0,,,4992,28,,,,,4989.0,-271.109375
1879,-2,93900,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,-86.0
1880,-2,94000,AMETHYSTS,10002,4,9998.0,8.0,9996.0,1.0,10004,1,10005.0,30.0,,,10003.0,-86.0
1881,-2,94000,STARFRUIT,4985,31,,,,,4992,31,,,,,4988.5,-268.8359375
1882,-2,94100,STARFRUIT,4987,3,4986.0,30.0,,,4993,30,,,,,4990.0,-257.6171875
1883,-2,94100,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,-86.0
1884,-2,94200,STARFRUIT,4986,22,,,,,4993,22,,,,,4989.5,-252.328125
1885,-2,94200,AMETHYSTS,9995,22,,,,,10002,7,10005.0,22.0,,,9998.5,-86.0
1886,-2,94300,STARFRUIT,4986,1,4985.0,26.0,,,4992,26,,,,,4989.0,-268.8203125
1887,-2,94300,AMETHYSTS,10002,1,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10003.0,-86.0
1888,-2,94400,STARFRUIT,4985,29,,,,,4992,29,,,,,4988.5,-266.640625
1889,-2,94400,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,-86.0
1890,-2,94500,STARFRUIT,4985,25,,,,,4992,25,,,,,4988.5,-265.875
1891,-2,94500,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,-86.0
1892,-2,94600,STARFRUIT,4985,22,,,,,4992,22,,,,,4988.5,-262.9375
1893,-2,94600,AMETHYSTS,9998,2,9995.0,22.0,,,10005,22,,,,,10001.5,-86.0
1894,-2,94700,AMETHYSTS,10002,1,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10003.0,-86.0
1895,-2,94700,STARFRUIT,4986,21,,,,,4991,6,4993.0,21.0,,,4988.5,-253.2265625
1896,-2,94800,STARFRUIT,4986,1,4985.0,27.0,,,4990,1,4992.0,28.0,,,4988.0,-261.046875
1897,-2,94800,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-86.0
1898,-2,94900,STARFRUIT,4986,27,,,,,4993,27,,,,,4989.5,-253.1640625
1899,-2,94900,AMETHYSTS,9995,27,,,,,9998,1,10005.0,27.0,,,9996.5,-86.0
1900,-2,95000,STARFRUIT,4991,1,4985.0,22.0,,,4992,22,,,,,4991.5,-265.0234375
1901,-2,95000,AMETHYSTS,9998,9,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0,-86.0
1902,-2,95100,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,-86.0
1903,-2,95100,STARFRUIT,4985,25,,,,,4992,25,,,,,4988.5,-264.671875
1904,-2,95200,STARFRUIT,4986,2,4985.0,28.0,,,4992,30,,,,,4989.0,-261.9609375
1905,-2,95200,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,-86.0
1906,-2,95300,STARFRUIT,4986,24,,,,,4993,24,,,,,4989.5,-245.625
1907,-2,95300,AMETHYSTS,9995,24,,,,,10002,9,10005.0,24.0,,,9998.5,-86.0
1908,-2,95400,STARFRUIT,4986,21,,,,,4993,21,,,,,4989.5,-250.671875
1909,-2,95400,AMETHYSTS,9995,21,,,,,10002,1,10005.0,21.0,,,9998.5,-86.0
1910,-2,95500,AMETHYSTS,9996,2,9995.0,25.0,,,10002,4,10004.0,2.0,10005.0,25.0,9999.0,-86.0
1911,-2,95500,STARFRUIT,4986,2,4985.0,25.0,,,4992,27,,,,,4989.0,-262.796875
1912,-2,95600,STARFRUIT,4986,29,,,,,4993,30,,,,,4989.5,-257.8984375
1913,-2,95600,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,-86.0
1914,-2,95700,STARFRUIT,4986,2,4985.0,21.0,,,4990,6,4992.0,23.0,,,4988.0,-262.6484375
1915,-2,95700,AMETHYSTS,10002,1,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10003.0,-86.0
1916,-2,95800,STARFRUIT,4987,5,4986.0,21.0,,,4993,21,,,,,4990.0,-251.46875
1917,-2,95800,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,-86.0
1918,-2,95900,AMETHYSTS,9998,9,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10001.0,-86.0
1919,-2,95900,STARFRUIT,4986,23,,,,,4991,8,4992.0,1.0,4993.0,22.0,4988.5,-256.546875
1920,-2,96000,STARFRUIT,4986,1,4985.0,23.0,,,4992,24,,,,,4989.0,-262.84375
1921,-2,96000,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-86.0
1922,-2,96100,STARFRUIT,4986,23,,,,,4993,23,,,,,4989.5,-253.953125
1923,-2,96100,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,-86.0
1924,-2,96200,STARFRUIT,4986,25,,,,,4993,26,,,,,4989.5,-253.359375
1925,-2,96200,AMETHYSTS,9996,2,9995.0,24.0,,,9998,5,10004.0,2.0,10005.0,24.0,9997.0,-86.0
1926,-2,96300,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-86.0
1927,-2,96300,STARFRUIT,4986,27,,,,,4987,1,4993.0,27.0,,,4986.5,-246.203125
1928,-2,96400,STARFRUIT,4986,30,,,,,4993,30,,,,,4989.5,-256.4609375
1929,-2,96400,AMETHYSTS,9998,6,9995.0,30.0,,,10005,30,,,,,10001.5,-86.0
1930,-2,96500,AMETHYSTS,9998,1,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0,-86.0
1931,-2,96500,STARFRUIT,4987,1,4986.0,28.0,,,4993,29,,,,,4990.0,-244.65625
1932,-2,96600,AMETHYSTS,9995,24,,,,,10002,3,10005.0,24.0,,,9998.5,-86.0
1933,-2,96600,STARFRUIT,4986,24,,,,,4993,24,,,,,4989.5,-248.8828125
1934,-2,96700,AMETHYSTS,9996,2,9995.0,30.0,,,10002,9,10004.0,2.0,10005.0,30.0,9999.0,-86.0
1935,-2,96700,STARFRUIT,4987,2,4986.0,30.0,,,4993,32,,,,,4990.0,-243.03125
1936,-2,96800,STARFRUIT,4987,7,4986.0,27.0,,,4993,27,,,,,4990.0,-250.234375
1937,-2,96800,AMETHYSTS,10002,3,9998.0,2.0,9996.0,1.0,10004,1,10005.0,26.0,,,10003.0,-86.0
1938,-2,96900,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-86.0
1939,-2,96900,STARFRUIT,4986,1,4985.0,25.0,,,4992,26,,,,,4989.0,-261.34375
1940,-2,97000,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,-86.0
1941,-2,97000,STARFRUIT,4986,2,4985.0,26.0,,,4992,28,,,,,4989.0,-263.203125
1942,-2,97100,AMETHYSTS,9995,28,,,,,10002,4,10005.0,28.0,,,9998.5,-86.0
1943,-2,97100,STARFRUIT,4985,28,,,,,4990,5,4992.0,28.0,,,4987.5,-261.96875
1944,-2,97200,STARFRUIT,4986,23,,,,,4989,3,4993.0,23.0,,,4987.5,-250.703125
1945,-2,97200,AMETHYSTS,9996,1,9995.0,22.0,,,10000,3,10004.0,1.0,10005.0,22.0,9998.0,-86.0
1946,-2,97300,AMETHYSTS,9998,3,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10001.0,-86.0
1947,-2,97300,STARFRUIT,4986,25,,,,,4987,1,4993.0,25.0,,,4986.5,-248.203125
1948,-2,97400,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,-86.0
1949,-2,97400,STARFRUIT,4986,27,,,,,4993,27,,,,,4989.5,-243.1015625
1950,-2,97500,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,-86.0
1951,-2,97500,STARFRUIT,4988,3,4987.0,24.0,,,4993,2,4994.0,22.0,,,4990.5,-238.3984375
1952,-2,97600,STARFRUIT,4988,31,,,,,4993,7,4995.0,31.0,,,4990.5,-216.15625
1953,-2,97600,AMETHYSTS,9996,1,9995.0,30.0,,,10002,7,10004.0,1.0,10005.0,30.0,9999.0,-86.0
1954,-2,97700,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,-86.0
1955,-2,97700,STARFRUIT,4988,22,,,,,4993,2,4995.0,22.0,,,4990.5,-222.0234375
1956,-2,97800,AMETHYSTS,9995,27,,,,,10002,6,10005.0,27.0,,,9998.5,-86.0
1957,-2,97800,STARFRUIT,4988,27,,,,,4993,1,4995.0,27.0,,,4990.5,-213.046875
1958,-2,97900,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-86.0
1959,-2,97900,STARFRUIT,4988,25,,,,,4995,26,,,,,4991.5,-214.140625
1960,-2,98000,STARFRUIT,4988,24,,,,,4995,24,,,,,4991.5,-212.2890625
1961,-2,98000,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-86.0
1962,-2,98100,AMETHYSTS,9996,1,9995.0,28.0,,,9998,1,10002.0,2.0,10004.0,1.0,9997.0,-86.0
1963,-2,98100,STARFRUIT,4988,29,,,,,4995,29,,,,,4991.5,-216.21875
1964,-2,98200,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-86.0
1965,-2,98200,STARFRUIT,4989,1,4988.0,25.0,,,4995,26,,,,,4992.0,-207.90625
1966,-2,98300,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-86.0
1967,-2,98300,STARFRUIT,4992,2,4989.0,2.0,4988.0,29.0,4995,29,,,,,4993.5,-216.8984375
1968,-2,98400,STARFRUIT,4987,30,,,,,4992,7,4994.0,30.0,,,4989.5,-226.3828125
1969,-2,98400,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,-86.0
1970,-2,98500,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,-86.0
1971,-2,98500,STARFRUIT,4987,31,,,,,4994,31,,,,,4990.5,-227.890625
1972,-2,98600,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-86.0
1973,-2,98600,STARFRUIT,4987,28,,,,,4994,28,,,,,4990.5,-236.1953125
1974,-2,98700,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-86.0
1975,-2,98700,STARFRUIT,4987,29,,,,,4994,29,,,,,4990.5,-231.1640625
1976,-2,98800,STARFRUIT,4993,1,4988.0,1.0,4987.0,23.0,4994,24,,,,,4993.5,-224.578125
1977,-2,98800,AMETHYSTS,10002,1,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10003.0,-86.0
1978,-2,98900,STARFRUIT,4987,26,,,,,4994,26,,,,,4990.5,-229.984375
1979,-2,98900,AMETHYSTS,9998,10,9995.0,26.0,,,10005,26,,,,,10001.5,-86.0
1980,-2,99000,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-86.0
1981,-2,99000,STARFRUIT,4987,25,,,,,4992,4,4994.0,26.0,,,4989.5,-224.390625
1982,-2,99100,STARFRUIT,4988,6,4987.0,25.0,,,4994,25,,,,,4991.0,-229.140625
1983,-2,99100,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,-86.0
1984,-2,99200,STARFRUIT,4988,5,4987.0,22.0,,,4994,22,,,,,4991.0,-229.4765625
1985,-2,99200,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,-86.0
1986,-2,99300,STARFRUIT,4993,1,4987.0,27.0,,,4994,27,,,,,4993.5,-229.4453125
1987,-2,99300,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-86.0
1988,-2,99400,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,-86.0
1989,-2,99400,STARFRUIT,4988,26,,,,,4995,26,,,,,4991.5,-216.0234375
1990,-2,99500,STARFRUIT,4988,24,,,,,4995,24,,,,,4991.5,-216.0390625
1991,-2,99500,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,-86.0
1992,-2,99600,STARFRUIT,4989,4,4988.0,28.0,,,4995,28,,,,,4992.0,-222.5859375
1993,-2,99600,AMETHYSTS,10002,1,9995.0,28.0,,,10005,28,,,,,10003.5,-86.0
1994,-2,99700,STARFRUIT,4987,30,,,,,4994,30,,,,,4990.5,-229.171875
1995,-2,99700,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,-86.0
1996,-2,99800,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-86.0
1997,-2,99800,STARFRUIT,4988,28,,,,,4994,1,4995.0,27.0,,,4991.0,-220.59375
1998,-2,99900,STARFRUIT,4987,28,,,,,4994,29,,,,,4990.5,-232.5546875
1999,-2,99900,AMETHYSTS,10002,1,9995.0,29.0,,,10005,29,,,,,10003.5,-86.0
2000,-2,100000,STARFRUIT,4987,24,,,,,4992,5,4994.0,24.0,,,4989.5,-235.9375
2001,-2,100000,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-86.0
2002,-2,100100,STARFRUIT,4987,29,,,,,4994,29,,,,,4990.5,-238.671875
2003,-2,100100,AMETHYSTS,10002,1,9995.0,29.0,,,10005,29,,,,,10003.5,-86.0
2004,-2,100200,AMETHYSTS,9998,5,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10001.0,-86.0
2005,-2,100200,STARFRUIT,4986,23,,,,,4991,1,4992.0,1.0,4993.0,22.0,4988.5,-256.21875
2006,-2,100300,STARFRUIT,4986,1,4985.0,30.0,,,4992,31,,,,,4989.0,-259.5859375
2007,-2,100300,AMETHYSTS,9998,4,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10001.0,-86.0
2008,-2,100400,STARFRUIT,4986,30,,,,,4993,30,,,,,4989.5,-252.4375
2009,-2,100400,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-86.0
2010,-2,100500,STARFRUIT,4986,22,,,,,4993,22,,,,,4989.5,-250.796875
2011,-2,100500,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,-86.0
2012,-2,100600,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,-86.0
2013,-2,100600,STARFRUIT,4986,29,,,,,4991,1,4992.0,1.0,4993.0,28.0,4988.5,-257.2578125
2014,-2,100700,STARFRUIT,4986,31,,,,,4993,31,,,,,4989.5,-252.3359375
2015,-2,100700,AMETHYSTS,10002,1,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10003.0,-86.0
2016,-2,100800,STARFRUIT,4987,7,4986.0,28.0,,,4993,28,,,,,4990.0,-248.65625
2017,-2,100800,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,-86.0
2018,-2,100900,STARFRUIT,4987,27,,,,,4988,8,4994.0,27.0,,,4987.5,-234.1796875
2019,-2,100900,AMETHYSTS,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5,-86.0
2020,-2,101000,AMETHYSTS,9998,6,9995.0,30.0,,,10005,30,,,,,10001.5,-86.0
2021,-2,101000,STARFRUIT,4988,1,4987.0,30.0,,,4994,30,,,,,4991.0,-239.5078125
2022,-2,101100,STARFRUIT,4987,5,4986.0,21.0,,,4993,22,,,,,4990.0,-242.296875
2023,-2,101100,AMETHYSTS,9998,4,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0,-86.0
2024,-2,101200,STARFRUIT,4986,26,,,,,4987,1,4993.0,26.0,,,4986.5,-242.03125
2025,-2,101200,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,-86.0
2026,-2,101300,STARFRUIT,4987,1,4986.0,26.0,,,4993,27,,,,,4990.0,-243.03125
2027,-2,101300,AMETHYSTS,9996,1,9995.0,26.0,,,9998,2,10004.0,1.0,10005.0,26.0,9997.0,-86.0
2028,-2,101400,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,-86.0
2029,-2,101400,STARFRUIT,4986,22,,,,,4991,5,4993.0,22.0,,,4988.5,-242.421875
2030,-2,101500,STARFRUIT,4989,5,4987.0,2.0,4986.0,20.0,4993,22,,,,,4991.0,-243.21875
2031,-2,101500,AMETHYSTS,10000,3,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10002.0,-86.0
2032,-2,101600,STARFRUIT,4986,27,,,,,4987,1,4988.0,5.0,4993.0,27.0,4986.5,-248.1953125
2033,-2,101600,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,-86.0
2034,-2,101700,STARFRUIT,4985,27,,,,,4992,27,,,,,4988.5,-259.6953125
2035,-2,101700,AMETHYSTS,9998,1,9995.0,27.0,,,10005,27,,,,,10001.5,-86.0
2036,-2,101800,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-86.0
2037,-2,101800,STARFRUIT,4985,26,,,,,4992,26,,,,,4988.5,-263.71875
2038,-2,101900,STARFRUIT,4985,23,,,,,4990,6,4991.0,2.0,4992.0,21.0,4987.5,-273.703125
2039,-2,101900,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,-86.0
2040,-2,102000,STARFRUIT,4985,1,4984.0,29.0,,,4991,30,,,,,4988.0,-281.234375
2041,-2,102000,AMETHYSTS,10002,1,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10003.0,-86.0
2042,-2,102100,STARFRUIT,4984,24,,,,,4991,24,,,,,4987.5,-285.171875
2043,-2,102100,AMETHYSTS,9998,3,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,-86.0
2044,-2,102200,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,-86.0
2045,-2,102200,STARFRUIT,4984,30,,,,,4989,7,4991.0,30.0,,,4986.5,-281.59375
2046,-2,102300,STARFRUIT,4988,4,4985.0,25.0,,,4991,1,4992.0,24.0,,,4989.5,-275.5390625
2047,-2,102300,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-86.0
2048,-2,102400,STARFRUIT,4984,23,,,,,4991,23,,,,,4987.5,-283.03125
2049,-2,102400,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,-86.0
2050,-2,102500,STARFRUIT,4985,2,4984.0,27.0,,,4991,29,,,,,4988.0,-280.921875
2051,-2,102500,AMETHYSTS,9996,2,9995.0,27.0,,,10002,9,10004.0,2.0,10005.0,27.0,9999.0,-86.0
2052,-2,102600,AMETHYSTS,9998,9,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,-86.0
2053,-2,102600,STARFRUIT,4985,25,,,,,4991,2,4992.0,23.0,,,4988.0,-275.265625
2054,-2,102700,STARFRUIT,4985,21,,,,,4992,21,,,,,4988.5,-275.6875
2055,-2,102700,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,-86.0
2056,-2,102800,STARFRUIT,4984,28,,,,,4991,28,,,,,4987.5,-287.546875
2057,-2,102800,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,-86.0
2058,-2,102900,STARFRUIT,4988,4,4984.0,4.0,4983.0,28.0,4990,28,,,,,4989.0,-303.09375
2059,-2,102900,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-86.0
2060,-2,103000,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-86.0
2061,-2,103000,STARFRUIT,4984,1,4983.0,30.0,,,4988,4,4990.0,31.0,,,4986.0,-297.5546875
2062,-2,103100,STARFRUIT,4989,1,4984.0,27.0,,,4990,1,4991.0,26.0,,,4989.5,-291.1484375
2063,-2,103100,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,-86.0
2064,-2,103200,STARFRUIT,4985,6,4984.0,27.0,,,4991,27,,,,,4988.0,-289.3203125
2065,-2,103200,AMETHYSTS,9998,5,9995.0,27.0,,,10005,27,,,,,10001.5,-86.0
2066,-2,103300,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-86.0
2067,-2,103300,STARFRUIT,4984,9,4983.0,25.0,,,4990,26,,,,,4987.0,-297.0234375
2068,-2,103400,STARFRUIT,4984,31,,,,,4987,5,4991.0,32.0,,,4985.5,-286.796875
2069,-2,103400,AMETHYSTS,9998,9,9996.0,2.0,9995.0,30.0,10000,4,10004.0,2.0,10005.0,30.0,9999.0,-86.0
2070,-2,103500,STARFRUIT,4985,9,4984.0,27.0,,,4991,28,,,,,4988.0,-278.28125
2071,-2,103500,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-86.0
2072,-2,103600,STARFRUIT,4985,2,4984.0,25.0,,,4991,27,,,,,4988.0,-278.796875
2073,-2,103600,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-86.0
2074,-2,103700,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-86.0
2075,-2,103700,STARFRUIT,4985,1,4984.0,24.0,,,4991,25,,,,,4988.0,-280.5703125
2076,-2,103800,STARFRUIT,4984,26,,,,,4989,7,4991.0,26.0,,,4986.5,-294.765625
2077,-2,103800,AMETHYSTS,9998,5,9995.0,26.0,,,10005,26,,,,,10001.5,-86.0
2078,-2,103900,STARFRUIT,4984,24,,,,,4991,24,,,,,4987.5,-289.578125
2079,-2,103900,AMETHYSTS,9996,2,9995.0,22.0,,,10002,7,10004.0,2.0,10005.0,22.0,9999.0,-86.0
2080,-2,104000,STARFRUIT,4989,1,4983.0,27.0,,,4990,27,,,,,4989.5,-301.3203125
2081,-2,104000,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,-86.0
2082,-2,104100,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-86.0
2083,-2,104100,STARFRUIT,4984,1,4983.0,27.0,,,4990,28,,,,,4987.0,-296.640625
2084,-2,104200,STARFRUIT,4984,23,,,,,4989,7,4990.0,1.0,4991.0,23.0,4986.5,-291.625
2085,-2,104200,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-86.0
2086,-2,104300,STARFRUIT,4984,21,,,,,4991,22,,,,,4987.5,-291.15625
2087,-2,104300,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,-86.0
2088,-2,104400,STARFRUIT,4985,1,4984.0,28.0,,,4991,29,,,,,4988.0,-280.0625
2089,-2,104400,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,-86.0
2090,-2,104500,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-86.0
2091,-2,104500,STARFRUIT,4984,26,,,,,4991,26,,,,,4987.5,-282.5625
2092,-2,104600,STARFRUIT,4985,3,4984.0,25.0,,,4991,27,,,,,4988.0,-278.546875
2093,-2,104600,AMETHYSTS,9996,2,9995.0,25.0,,,10002,4,10004.0,2.0,10005.0,25.0,9999.0,-86.0
2094,-2,104700,STARFRUIT,4986,1,4985.0,31.0,,,4991,1,4992.0,30.0,,,4988.5,-273.0390625
2095,-2,104700,AMETHYSTS,10002,1,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10003.0,-86.0
2096,-2,104800,STARFRUIT,4986,6,4985.0,28.0,,,4992,28,,,,,4989.0,-271.453125
2097,-2,104800,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,-86.0
2098,-2,104900,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-86.0
2099,-2,104900,STARFRUIT,4985,26,,,,,4990,4,4991.0,2.0,4992.0,24.0,4987.5,-274.640625
2100,-2,105000,STARFRUIT,4985,21,,,,,4992,21,,,,,4988.5,-266.0390625
2101,-2,105000,AMETHYSTS,9995,21,,,,,10002,2,10005.0,21.0,,,9998.5,-86.0
2102,-2,105100,STARFRUIT,4986,10,4985.0,30.0,,,4992,32,,,,,4989.0,-263.2109375
2103,-2,105100,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-86.0
2104,-2,105200,STARFRUIT,4990,7,4985.0,26.0,,,4992,26,,,,,4991.0,-264.78125
2105,-2,105200,AMETHYSTS,9998,5,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,-86.0
2106,-2,105300,AMETHYSTS,9996,2,9995.0,25.0,,,10002,9,10004.0,2.0,10005.0,25.0,9999.0,-86.0
2107,-2,105300,STARFRUIT,4991,1,4985.0,27.0,,,4992,27,,,,,4991.5,-266.1640625
2108,-2,105400,STARFRUIT,4986,6,4985.0,24.0,,,4992,24,,,,,4989.0,-265.421875
2109,-2,105400,AMETHYSTS,10002,1,9995.0,24.0,,,10005,24,,,,,10003.5,-86.0
2110,-2,105500,AMETHYSTS,9998,1,9995.0,28.0,,,10005,28,,,,,10001.5,-86.0
2111,-2,105500,STARFRUIT,4986,28,,,,,4991,2,4993.0,28.0,,,4988.5,-249.296875
2112,-2,105600,AMETHYSTS,9998,8,9995.0,30.0,,,10005,30,,,,,10001.5,-86.0
2113,-2,105600,STARFRUIT,4992,1,4986.0,30.0,,,4993,30,,,,,4992.5,-248.7265625
